ArmSpan,151.67
Timestamp,HeadX,HeadY,HeadZ,HeadPitch,HeadYaw,HeadRoll,LeftX_norm,LeftY_norm,LeftZ_norm,RightX_norm,RightY_norm,RightZ_norm
3.0912,215.32,-1110.83,79.97,-2.31,67.37,6.96,0.1797,-0.0585,0.1259,0.0243,0.3227,-0.1462
3.1331,215.01,-1111.05,79.95,-2.84,68.83,6.68,0.1745,-0.0069,0.1249,0.0252,0.3167,-0.1428
3.1751,214.73,-1111.31,79.89,-3.18,71.01,6.47,0.1706,0.0450,0.1162,0.0232,0.3115,-0.1398
3.2168,214.52,-1111.64,79.85,-3.87,73.98,6.58,0.1664,0.0948,0.1012,0.0193,0.3079,-0.1374
3.2584,214.37,-1111.99,79.79,-4.69,77.06,6.02,0.1603,0.1436,0.0813,0.0154,0.3046,-0.1338
3.3001,214.30,-1112.12,79.93,-4.11,80.37,4.84,0.1530,0.1837,0.0513,0.0119,0.2995,-0.1314
3.3423,214.25,-1112.26,79.93,-3.87,83.79,3.65,0.1437,0.2163,0.0189,0.0082,0.2939,-0.1292
3.3838,214.16,-1112.33,79.86,-4.23,87.40,2.13,0.1316,0.2435,-0.0155,0.0055,0.2891,-0.1290
3.4262,214.03,-1112.32,79.74,-4.91,91.47,-0.56,0.1156,0.2614,-0.0489,0.0025,0.2825,-0.1319
3.4675,214.06,-1112.14,79.60,-5.01,96.45,-2.21,0.0998,0.2768,-0.0777,-0.0040,0.2744,-0.1388
3.5094,214.06,-1111.80,79.58,-4.58,101.75,-4.70,0.0846,0.2827,-0.1034,-0.0164,0.2654,-0.1482
3.5513,214.24,-1111.38,79.44,-4.31,107.38,-6.26,0.0704,0.2879,-0.1223,-0.0330,0.2516,-0.1571
3.5930,214.46,-1110.90,79.26,-4.04,113.21,-8.41,0.0588,0.2897,-0.1353,-0.0548,0.2287,-0.1630
3.6351,214.75,-1110.35,79.13,-3.18,119.89,-9.82,0.0524,0.2911,-0.1436,-0.0854,0.1961,-0.1675
3.6763,215.13,-1109.73,79.01,-1.95,126.14,-13.32,0.0486,0.2940,-0.1490,-0.1254,0.1567,-0.1693
3.7174,215.56,-1109.11,78.77,-1.13,132.31,-15.74,0.0475,0.2957,-0.1508,-0.1681,0.1137,-0.1657
3.7593,215.97,-1108.38,78.65,0.31,138.04,-18.91,0.0463,0.2986,-0.1527,-0.2126,0.0653,-0.1545
3.8015,216.35,-1107.57,78.42,1.88,142.52,-21.15,0.0458,0.2993,-0.1531,-0.2506,0.0124,-0.1298
3.8435,216.70,-1106.78,78.21,3.22,145.97,-24.08,0.0462,0.2985,-0.1533,-0.2755,-0.0451,-0.0921
3.8854,217.01,-1106.03,77.94,4.03,148.44,-27.04,0.0464,0.2977,-0.1533,-0.2776,-0.0985,-0.0448
3.9269,217.28,-1105.35,77.76,4.59,149.60,-29.44,0.0463,0.2960,-0.1545,-0.2563,-0.1391,0.0019
3.9686,217.49,-1104.79,77.64,5.04,149.85,-31.21,0.0447,0.2939,-0.1552,-0.2260,-0.1566,0.0441
4.0104,217.75,-1104.37,77.45,4.97,149.42,-32.61,0.0418,0.2922,-0.1564,-0.1988,-0.1541,0.0802
4.0526,218.05,-1104.06,77.24,4.41,148.57,-33.50,0.0384,0.2896,-0.1554,-0.1786,-0.1399,0.1089
4.0941,218.40,-1103.76,77.16,4.08,146.90,-33.54,0.0338,0.2870,-0.1555,-0.1657,-0.1163,0.1295
4.1356,218.77,-1103.55,77.09,3.96,144.50,-33.44,0.0306,0.2841,-0.1543,-0.1580,-0.0858,0.1437
4.1772,219.17,-1103.48,77.04,3.25,141.71,-33.10,0.0272,0.2822,-0.1524,-0.1551,-0.0453,0.1506
4.2195,219.58,-1103.56,77.00,2.31,138.61,-32.54,0.0255,0.2792,-0.1500,-0.1541,0.0014,0.1495
4.2613,219.98,-1103.76,76.91,0.90,135.39,-31.84,0.0263,0.2769,-0.1475,-0.1563,0.0503,0.1408
4.3028,220.31,-1103.98,76.98,-0.44,131.76,-30.88,0.0278,0.2752,-0.1442,-0.1588,0.1006,0.1272
4.3444,220.63,-1104.23,76.99,-1.54,127.40,-29.79,0.0295,0.2733,-0.1405,-0.1560,0.1463,0.1071
4.3854,220.93,-1104.54,77.05,-2.72,122.93,-27.91,0.0324,0.2723,-0.1361,-0.1493,0.1845,0.0805
4.4271,221.17,-1104.83,77.14,-3.81,117.99,-26.46,0.0380,0.2700,-0.1316,-0.1402,0.2150,0.0521
4.4690,221.41,-1105.09,77.18,-4.72,112.86,-23.74,0.0433,0.2662,-0.1270,-0.1316,0.2366,0.0224
4.5112,221.58,-1105.37,77.32,-5.44,108.08,-21.56,0.0508,0.2630,-0.1246,-0.1213,0.2516,-0.0104
4.5530,221.72,-1105.66,77.38,-6.50,103.04,-19.07,0.0585,0.2594,-0.1228,-0.1124,0.2626,-0.0406
4.5944,221.75,-1105.95,77.49,-7.41,98.64,-16.34,0.0661,0.2543,-0.1216,-0.1028,0.2677,-0.0679
4.6363,221.84,-1106.17,77.53,-7.98,94.07,-13.02,0.0716,0.2489,-0.1204,-0.0934,0.2712,-0.0872
4.6781,221.74,-1106.44,77.66,-8.43,90.29,-9.64,0.0790,0.2458,-0.1209,-0.0855,0.2766,-0.1023
4.7203,221.57,-1106.57,77.81,-8.23,86.80,-7.29,0.0844,0.2414,-0.1231,-0.0805,0.2795,-0.1132
4.7621,221.32,-1106.73,77.87,-8.37,83.87,-4.32,0.0902,0.2358,-0.1271,-0.0764,0.2834,-0.1216
4.8039,220.92,-1106.75,78.00,-8.27,81.00,-2.48,0.0991,0.2231,-0.1329,-0.0702,0.2867,-0.1279
4.8458,220.41,-1106.73,77.94,-8.39,78.24,0.47,0.1132,0.2044,-0.1410,-0.0623,0.2903,-0.1328
4.8877,219.75,-1106.57,77.97,-8.60,75.79,2.21,0.1339,0.1792,-0.1496,-0.0553,0.2925,-0.1394
4.9299,219.12,-1106.42,77.87,-9.09,73.67,5.03,0.1636,0.1516,-0.1558,-0.0492,0.2946,-0.1451
4.9713,218.41,-1106.19,77.72,-9.82,71.71,7.05,0.1952,0.1177,-0.1564,-0.0411,0.2949,-0.1497
5.0132,217.84,-1105.85,77.62,-10.38,69.69,8.93,0.2226,0.0732,-0.1507,-0.0335,0.2934,-0.1543
5.0541,217.30,-1105.44,77.51,-10.66,68.10,10.59,0.2496,0.0271,-0.1377,-0.0283,0.2922,-0.1590
5.0959,216.86,-1105.00,77.36,-10.77,66.92,12.16,0.2679,-0.0215,-0.1160,-0.0250,0.2915,-0.1642
5.1384,216.54,-1104.59,77.29,-10.80,66.10,13.64,0.2800,-0.0659,-0.0890,-0.0239,0.2917,-0.1688
5.1799,216.35,-1104.27,77.22,-10.46,65.77,15.10,0.2803,-0.1077,-0.0561,-0.0249,0.2933,-0.1726
5.2219,216.24,-1104.05,77.25,-10.43,65.38,16.02,0.2692,-0.1417,-0.0203,-0.0260,0.2950,-0.1767
5.2631,216.19,-1103.93,77.28,-10.18,65.21,17.04,0.2536,-0.1625,0.0169,-0.0288,0.2974,-0.1792
5.3053,216.19,-1103.90,77.33,-9.67,65.01,17.84,0.2341,-0.1687,0.0523,-0.0312,0.3001,-0.1801
5.3473,216.13,-1103.88,77.35,-9.56,64.79,18.66,0.2183,-0.1609,0.0839,-0.0318,0.3015,-0.1798
5.3891,216.06,-1104.01,77.37,-9.65,64.39,19.18,0.2058,-0.1412,0.1129,-0.0326,0.3024,-0.1791
5.4305,215.85,-1104.12,77.32,-9.50,64.58,19.31,0.1948,-0.1088,0.1319,-0.0308,0.3015,-0.1783
5.4722,215.62,-1104.24,77.30,-9.69,65.59,19.62,0.1862,-0.0698,0.1417,-0.0294,0.2979,-0.1769
5.5139,215.32,-1104.37,77.16,-10.12,67.33,19.55,0.1811,-0.0240,0.1440,-0.0269,0.2948,-0.1751
5.5560,215.06,-1104.51,77.02,-10.89,69.25,19.26,0.1757,0.0240,0.1386,-0.0249,0.2903,-0.1736
5.5972,214.82,-1104.69,76.81,-12.12,71.74,19.01,0.1698,0.0717,0.1243,-0.0234,0.2857,-0.1711
5.6391,214.63,-1104.86,76.54,-13.79,74.32,18.14,0.1626,0.1196,0.1028,-0.0224,0.2813,-0.1679
5.6807,214.44,-1104.88,76.30,-15.35,77.85,16.60,0.1567,0.1602,0.0748,-0.0226,0.2762,-0.1633
5.7227,214.24,-1104.76,76.13,-16.31,82.04,14.47,0.1476,0.1910,0.0420,-0.0236,0.2710,-0.1567
5.7648,214.07,-1104.54,75.95,-17.16,86.88,11.57,0.1353,0.2139,0.0073,-0.0252,0.2660,-0.1484
5.8067,213.95,-1104.29,75.70,-17.91,91.61,8.02,0.1197,0.2303,-0.0198,-0.0275,0.2605,-0.1394
5.8487,213.93,-1104.08,75.40,-19.16,96.39,4.57,0.1024,0.2431,-0.0468,-0.0302,0.2553,-0.1315
5.8906,213.98,-1103.75,75.10,-19.94,100.40,0.92,0.0858,0.2527,-0.0700,-0.0340,0.2480,-0.1246
5.9323,214.07,-1103.45,74.70,-20.93,104.61,-2.31,0.0726,0.2567,-0.0888,-0.0382,0.2410,-0.1210
5.9739,214.06,-1103.17,74.41,-21.21,109.56,-6.95,0.0610,0.2582,-0.1039,-0.0457,0.2346,-0.1218
6.0154,214.15,-1102.92,74.15,-21.08,115.01,-11.49,0.0537,0.2595,-0.1148,-0.0593,0.2263,-0.1278
6.0567,214.22,-1102.64,74.03,-19.41,120.56,-15.88,0.0479,0.2594,-0.1230,-0.0744,0.2110,-0.1364
6.0988,214.48,-1102.49,74.03,-17.78,126.19,-19.82,0.0440,0.2608,-0.1289,-0.0951,0.1896,-0.1420
6.1407,214.83,-1102.30,74.09,-15.54,131.18,-23.16,0.0387,0.2629,-0.1331,-0.1236,0.1655,-0.1478
6.1827,215.26,-1102.24,74.28,-13.05,135.95,-26.12,0.0329,0.2673,-0.1360,-0.1527,0.1319,-0.1501
6.2242,215.64,-1102.07,74.56,-9.74,140.63,-28.48,0.0274,0.2692,-0.1393,-0.1843,0.0903,-0.1477
6.2666,216.05,-1101.82,74.75,-6.22,144.43,-31.32,0.0221,0.2695,-0.1416,-0.2123,0.0432,-0.1389
6.3081,216.48,-1101.53,75.04,-2.48,147.73,-33.29,0.0170,0.2700,-0.1452,-0.2336,-0.0098,-0.1224
6.3499,216.92,-1101.15,75.22,0.94,150.03,-35.66,0.0132,0.2711,-0.1480,-0.2469,-0.0619,-0.0963
6.3912,217.31,-1100.75,75.31,3.47,150.77,-38.34,0.0104,0.2706,-0.1506,-0.2503,-0.1106,-0.0628
6.4334,217.61,-1100.39,75.24,4.39,150.64,-39.55,0.0091,0.2689,-0.1520,-0.2428,-0.1496,-0.0200
6.4754,217.72,-1099.96,75.19,4.59,149.31,-39.74,0.0098,0.2676,-0.1542,-0.2291,-0.1740,0.0271
6.5173,217.70,-1099.77,74.99,3.62,147.48,-39.77,0.0101,0.2676,-0.1537,-0.2117,-0.1772,0.0727
6.5594,217.68,-1099.77,74.80,1.78,146.51,-39.19,0.0104,0.2676,-0.1518,-0.2010,-0.1563,0.1117
6.6000,217.64,-1099.76,74.63,-0.04,144.88,-39.00,0.0114,0.2663,-0.1481,-0.1911,-0.1225,0.1411
6.6415,217.55,-1099.81,74.42,-2.17,142.84,-38.03,0.0129,0.2637,-0.1416,-0.1799,-0.0780,0.1611
6.6837,217.46,-1100.01,74.30,-4.15,140.26,-36.52,0.0154,0.2624,-0.1332,-0.1699,-0.0154,0.1678
6.7253,217.40,-1100.34,74.12,-6.38,137.66,-35.15,0.0180,0.2625,-0.1254,-0.1577,0.0448,0.1583
6.7673,217.32,-1100.72,74.04,-8.75,135.30,-33.84,0.0212,0.2618,-0.1204,-0.1484,0.1031,0.1425
6.8088,217.24,-1101.04,73.88,-10.77,132.44,-32.21,0.0246,0.2604,-0.1162,-0.1369,0.1532,0.1182
6.8505,217.20,-1101.38,73.67,-13.18,130.01,-30.86,0.0272,0.2594,-0.1137,-0.1210,0.1935,0.0822
6.8924,217.22,-1101.36,73.61,-14.61,126.01,-28.69,0.0311,0.2551,-0.1123,-0.1047,0.2162,0.0412
6.9346,217.30,-1101.21,73.43,-15.94,121.47,-25.82,0.0362,0.2505,-0.1099,-0.0896,0.2262,0.0027
6.9764,217.54,-1101.26,73.13,-18.42,116.69,-22.38,0.0425,0.2481,-0.1065,-0.0784,0.2348,-0.0261
7.0180,217.74,-1101.22,72.85,-21.14,111.49,-19.35,0.0492,0.2453,-0.1030,-0.0699,0.2385,-0.0488
7.0596,218.01,-1101.27,72.50,-24.28,106.64,-14.92,0.0547,0.2428,-0.1010,-0.0653,0.2427,-0.0661
7.1019,218.21,-1101.22,72.09,-27.04,102.66,-11.10,0.0605,0.2375,-0.0991,-0.0643,0.2421,-0.0732
7.1439,218.51,-1101.37,71.46,-30.77,98.32,-7.25,0.0622,0.2338,-0.1013,-0.0613,0.2436,-0.0740
7.1857,218.61,-1101.29,71.11,-33.54,95.17,-4.36,0.0666,0.2264,-0.1105,-0.0609,0.2437,-0.0703
7.2274,218.74,-1101.20,70.83,-34.40,92.32,-1.95,0.0719,0.2158,-0.1271,-0.0627,0.2436,-0.0663
7.2693,218.67,-1101.12,70.73,-34.54,90.61,-0.40,0.0784,0.1998,-0.1508,-0.0606,0.2453,-0.0657
7.3113,218.60,-1101.27,70.67,-34.96,88.82,1.23,0.0860,0.1789,-0.1798,-0.0563,0.2502,-0.0649
7.3532,218.40,-1101.16,70.70,-34.80,87.35,2.48,0.1031,0.1452,-0.2097,-0.0507,0.2512,-0.0663
7.3949,218.14,-1101.00,70.80,-34.46,85.76,3.36,0.1262,0.1014,-0.2378,-0.0443,0.2513,-0.0698
7.4367,217.85,-1100.70,70.89,-33.71,84.69,4.07,0.1585,0.0500,-0.2568,-0.0389,0.2523,-0.0743
7.4783,217.64,-1100.40,70.87,-33.49,83.47,4.92,0.1944,-0.0022,-0.2619,-0.0353,0.2548,-0.0793
7.5197,217.49,-1099.97,70.93,-33.33,82.69,5.60,0.2270,-0.0563,-0.2464,-0.0323,0.2561,-0.0855
7.5617,217.45,-1099.56,70.99,-32.98,81.59,6.22,0.2555,-0.1031,-0.2209,-0.0307,0.2567,-0.0920
7.6033,217.42,-1099.15,71.07,-32.58,80.43,6.49,0.2759,-0.1432,-0.1794,-0.0294,0.2574,-0.0984
7.6449,217.49,-1098.90,71.17,-32.06,79.98,7.70,0.2897,-0.1677,-0.1285,-0.0292,0.2588,-0.1042
7.6869,217.50,-1098.82,71.29,-32.04,78.83,7.85,0.2949,-0.1758,-0.0703,-0.0290,0.2611,-0.1098
7.7284,217.47,-1098.76,71.57,-31.66,77.96,8.90,0.2915,-0.1744,-0.0115,-0.0297,0.2629,-0.1166
7.7704,217.34,-1098.70,71.85,-30.07,77.17,9.00,0.2852,-0.1639,0.0454,-0.0313,0.2638,-0.1218
7.8122,217.21,-1098.85,72.04,-29.41,76.13,10.27,0.2710,-0.1429,0.0984,-0.0323,0.2649,-0.1257
7.8541,217.01,-1099.00,72.17,-29.06,75.57,11.25,0.2504,-0.1104,0.1379,-0.0334,0.2646,-0.1275
7.8956,216.75,-1099.23,72.22,-29.20,75.50,12.05,0.2285,-0.0767,0.1637,-0.0335,0.2643,-0.1283
7.9367,216.50,-1099.54,72.27,-29.18,76.27,12.70,0.2085,-0.0373,0.1759,-0.0335,0.2629,-0.1284
7.9786,216.17,-1099.87,72.35,-29.53,77.29,12.36,0.1908,0.0063,0.1749,-0.0332,0.2609,-0.1281
8.0202,215.89,-1100.36,72.37,-29.68,79.14,12.01,0.1746,0.0503,0.1609,-0.0329,0.2586,-0.1267
8.0623,215.63,-1100.78,72.41,-29.92,80.90,11.04,0.1626,0.0961,0.1364,-0.0313,0.2551,-0.1252
8.1043,215.29,-1101.17,72.49,-29.88,83.30,10.40,0.1537,0.1370,0.1004,-0.0289,0.2508,-0.1240
8.1459,214.91,-1101.46,72.57,-29.73,85.74,9.15,0.1470,0.1670,0.0607,-0.0266,0.2453,-0.1229
8.1875,214.52,-1101.68,72.68,-29.53,88.80,7.98,0.1393,0.1907,0.0237,-0.0233,0.2395,-0.1240
8.2298,214.22,-1101.97,72.84,-29.21,92.25,6.48,0.1297,0.2066,-0.0129,-0.0228,0.2349,-0.1264
8.2715,213.94,-1102.19,73.05,-28.51,95.63,4.34,0.1198,0.2161,-0.0399,-0.0219,0.2321,-0.1302
8.3134,213.79,-1102.52,73.37,-27.98,99.33,2.79,0.1116,0.2277,-0.0682,-0.0223,0.2301,-0.1352
8.3554,213.65,-1102.64,73.72,-26.27,102.46,0.14,0.1060,0.2337,-0.0874,-0.0238,0.2277,-0.1397
8.3969,213.65,-1102.93,74.05,-25.18,105.86,-1.11,0.0981,0.2410,-0.1113,-0.0261,0.2263,-0.1447
8.4387,213.57,-1103.08,74.43,-23.31,109.52,-4.00,0.0946,0.2434,-0.1283,-0.0324,0.2207,-0.1496
8.4809,213.64,-1103.21,74.78,-21.76,113.58,-6.14,0.0932,0.2468,-0.1442,-0.0421,0.2132,-0.1566
8.5222,213.74,-1103.30,75.02,-19.96,118.19,-9.09,0.0929,0.2494,-0.1550,-0.0571,0.2012,-0.1636
8.5639,213.88,-1103.45,75.18,-18.63,123.52,-11.95,0.0929,0.2538,-0.1638,-0.0764,0.1850,-0.1687
8.6057,214.03,-1103.53,75.22,-17.11,129.96,-14.96,0.0956,0.2569,-0.1700,-0.1012,0.1612,-0.1711
8.6468,214.12,-1103.49,75.33,-14.53,137.38,-18.14,0.0994,0.2581,-0.1742,-0.1326,0.1276,-0.1687
8.6888,214.22,-1103.57,75.25,-11.16,145.55,-22.95,0.1017,0.2611,-0.1746,-0.1659,0.0911,-0.1586
8.7306,214.48,-1103.54,75.04,-8.35,153.15,-27.39,0.1025,0.2639,-0.1735,-0.1998,0.0510,-0.1381
8.7725,214.72,-1103.46,74.80,-6.06,159.28,-31.05,0.1042,0.2663,-0.1714,-0.2271,0.0114,-0.1068
8.8162,214.96,-1103.09,74.57,-4.00,162.68,-33.54,0.1058,0.2652,-0.1692,-0.2438,-0.0289,-0.0643
