time,seconds_elapsed,x,y,z
1776984420073307136,0.24030709266662598,-0.074249267578125,0.0555267333984375,-0.9989471435546875
1776984420093389056,0.2603890895843506,-0.0692901611328125,0.0524139404296875,-0.9950714111328125
1776984420103430144,0.2704300880432129,-0.055755615234375,0.0453033447265625,-0.995208740234375
1776984420113469952,0.2804701328277588,-0.045654296875,0.0399017333984375,-0.9928741455078125
1776984420123511040,0.2905111312866211,-0.0422515869140625,0.0355224609375,-0.992462158203125
1776984420133552128,0.3005521297454834,-0.044677734375,0.036834716796875,-0.9904327392578125
1776984420143592192,0.3105921745300293,-0.0407257080078125,0.0365447998046875,-0.9881439208984375
1776984420153633024,0.3206331729888916,-0.037109375,0.035614013671875,-0.986785888671875
1776984420163674112,0.3306741714477539,-0.038909912109375,0.0341949462890625,-0.987091064453125
1776984420173715200,0.3407151699066162,-0.04449462890625,0.03704833984375,-0.9879302978515625
1776984420183755264,0.3507552146911621,-0.0522003173828125,0.043212890625,-0.9899444580078125
1776984420193796096,0.3607962131500244,-0.0556182861328125,0.0454254150390625,-0.9911956787109375
1776984420203837184,0.3708372116088867,-0.0489654541015625,0.043426513671875,-0.98638916015625
1776984420213876992,0.3808770179748535,-0.040863037109375,0.0342254638671875,-0.986114501953125
1776984420223918080,0.3909180164337158,-0.0400848388671875,0.0345001220703125,-0.983978271484375
1776984420233958912,0.4009590148925781,-0.044525146484375,0.0401763916015625,-0.9917144775390625
1776984420244000000,0.41100001335144043,-0.044647216796875,0.036163330078125,-0.993988037109375
1776984420254040064,0.42104005813598633,-0.0384979248046875,0.0309600830078125,-0.991241455078125
1776984420264080896,0.43108105659484863,-0.04351806640625,0.035369873046875,-0.9881134033203125
1776984420274121984,0.44112205505371094,-0.053314208984375,0.0381317138671875,-0.985748291015625
1776984420284163072,0.45116305351257324,-0.0543060302734375,0.0363616943359375,-0.9851837158203125
1776984420294203136,0.46120309829711914,-0.0470428466796875,0.0322113037109375,-0.9979248046875
1776984420304243968,0.47124409675598145,-0.04766845703125,0.03277587890625,-1.0038299560546875
1776984420314285056,0.48128509521484375,-0.04931640625,0.0384063720703125,-1.0018157958984375
1776984420324326144,0.49132609367370605,-0.0446624755859375,0.0358123779296875,-0.9993896484375
1776984420334366208,0.501366138458252,-0.034332275390625,0.0245819091796875,-0.9880828857421875
1776984420344407040,0.5114071369171143,-0.0396881103515625,0.0253448486328125,-0.991424560546875
1776984420354448128,0.5214481353759766,-0.0455322265625,0.0308074951171875,-0.991363525390625
1776984420364488192,0.5314881801605225,-0.0457916259765625,0.02490234375,-0.98834228515625
1776984420374529024,0.5415291786193848,-0.0376129150390625,0.0232391357421875,-0.988555908203125
1776984420384570112,0.5515701770782471,-0.0292510986328125,0.0166778564453125,-0.9925537109375
1776984420394611200,0.5616111755371094,-0.0260467529296875,0.013519287109375,-1.000213623046875
1776984420404651264,0.5716512203216553,-0.0256805419921875,0.0185699462890625,-1.003875732421875
1776984420414692096,0.5816922187805176,-0.0252838134765625,0.0175018310546875,-0.99542236328125
1776984420424733184,0.5917332172393799,-0.019317626953125,0.0124359130859375,-0.9837188720703125
1776984420434772992,0.6017730236053467,-0.009063720703125,0.0065460205078125,-0.98565673828125
1776984420444814080,0.611814022064209,-0.00531005859375,0.0003814697265625,-0.987274169921875
1776984420454854912,0.6218550205230713,-0.0198211669921875,0.012481689453125,-0.9850616455078125
1776984420464896000,0.6318960189819336,-0.0406341552734375,0.030548095703125,-0.9948272705078125
1776984420474936064,0.6419360637664795,-0.066375732421875,0.0444488525390625,-0.993865966796875
1776984420484976896,0.6519770622253418,-0.058197021484375,0.048492431640625,-0.9872283935546875
1776984420495017984,0.6620180606842041,-0.041961669921875,0.0324554443359375,-0.9897308349609375
1776984420505059072,0.6720590591430664,-0.0389251708984375,0.025726318359375,-0.989013671875
1776984420515099136,0.6820991039276123,-0.0471038818359375,0.0411224365234375,-0.986480712890625
1776984420525139968,0.6921401023864746,-0.0483245849609375,0.0381927490234375,-0.992340087890625
1776984420535181056,0.7021811008453369,-0.040863037109375,0.03131103515625,-0.99200439453125
1776984420545221120,0.7122211456298828,-0.031768798828125,0.0268707275390625,-0.987823486328125
1776984420555262208,0.7222621440887451,-0.0250701904296875,0.0211181640625,-0.9908905029296875
1776984420565303040,0.7323031425476074,-0.02801513671875,0.02752685546875,-0.996307373046875
1776984420575344128,0.7423441410064697,-0.0312042236328125,0.0271148681640625,-0.9962158203125
1776984420585384192,0.7523841857910156,-0.0269012451171875,0.0216522216796875,-0.9941864013671875
1776984420595425024,0.7624251842498779,-0.024017333984375,0.020294189453125,-0.9836883544921875
1776984420605466112,0.7724661827087402,-0.0301055908203125,0.015655517578125,-0.9696502685546875
1776984420615507200,0.7825071811676025,-0.0301971435546875,0.0117950439453125,-0.965911865234375
1776984420625547264,0.7925472259521484,-0.0213623046875,0.01605224609375,-0.976715087890625
1776984420635588096,0.8025882244110107,-0.0145416259765625,0.0143585205078125,-0.99072265625
1776984420645629184,0.812629222869873,-0.0164947509765625,0.0048675537109375,-0.9984893798828125
1776984420655668992,0.8226690292358398,-0.0064697265625,0.0071563720703125,-1.0010833740234375
1776984420665710080,0.8327100276947021,0.0013885498046875,0.003997802734375,-1.0097503662109375
1776984420675750912,0.8427510261535645,-0.003997802734375,0.0053558349609375,-1.0156707763671875
1776984420685792000,0.8527920246124268,-0.007720947265625,0.0077667236328125,-1.012481689453125
1776984420695832064,0.8628320693969727,-0.00750732421875,0.008544921875,-1.0040130615234375
1776984420705872896,0.872873067855835,-0.0157623291015625,0.0178070068359375,-1.00897216796875
1776984420715913984,0.8829140663146973,-0.02325439453125,0.018341064453125,-1.005035400390625
1776984420725955072,0.8929550647735596,-0.0128173828125,0.01544189453125,-0.995635986328125
1776984420735995136,0.9029951095581055,-0.0030517578125,0.0129241943359375,-1.005035400390625
1776984420746035968,0.9130361080169678,-0.009918212890625,0.018280029296875,-0.9958953857421875
1776984420756077056,0.9230771064758301,-0.020233154296875,0.02374267578125,-0.9833831787109375
1776984420766117120,0.933117151260376,-0.0233917236328125,0.0214996337890625,-0.9875335693359375
1776984420776158208,0.9431581497192383,-0.0199737548828125,0.0247039794921875,-0.9979248046875
1776984420786199040,0.9531991481781006,-0.0142822265625,0.031494140625,-0.9930877685546875
