time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1776984623259387136,202.20838689804077,33.7752855097245,-84.40370805516648,253.31450292259206,283.72450277000416,-1.0,-1.0,20.233762807207313,38.9205508619975,-1.0,-1.0
1776984626101520128,205.0505199432373,33.7752750234719,-84.40366303275141,253.31450292259206,283.72450277000416,-1.0,-1.0,26.093505122882927,36.931918027998314,-1.0,-1.0
1776984673941729024,252.8907289505005,33.7752855097245,-84.40370805516648,242.20620256303624,272.61620241044835,-1.0,-1.0,104.04168923587524,38.9205508619975,-1.0,-1.0
1776984676024312064,254.97331190109253,33.7752855097245,-84.40370805516648,269.6403936068783,300.05039345429043,-1.0,-1.0,30.0,38.9205508619975,-1.0,-1.0
1776984682417937152,261.36693692207336,33.7752855097245,-84.40370805516648,270.70894932341116,301.11894917082327,-1.0,-1.0,30.0,38.9205508619975,-1.0,-1.0
1776984685918555904,264.8675558567047,33.77539232999909,-84.40351717031125,270.70894932341116,301.11894917082327,-1.0,-1.0,30.0,33.98658156379291,-1.0,-1.0
1776984724313307904,303.26230788230896,33.7752855097245,-84.40370805516648,172.58322011577894,202.99321996319105,-1.0,-1.0,39.14369468898655,38.9205508619975,-1.0,-1.0
1776984730545691136,309.49469089508057,33.7752855097245,-84.40370805516648,272.10081481933594,302.51081466674805,-1.0,-1.0,30.0,38.9205508619975,-1.0,-1.0
1776984798809764864,377.75876474380493,33.7752855097245,-84.40370805516648,263.2581576668864,293.6681575142985,-1.0,-1.0,63.743893426820804,38.9205508619975,-1.0,-1.0
1776984803054248960,382.0032489299774,33.7752855097245,-84.40370805516648,248.10084533691406,278.5108451843262,-1.0,-1.0,30.0,38.9205508619975,-1.0,-1.0
1776984815528910080,394.4779100418091,33.7752855097245,-84.40370805516648,253.33648630017848,283.7464861475906,-1.0,-1.0,26.460000000000015,38.9205508619975,-1.0,-1.0
1776984819908890880,398.8578908443451,33.77533389732416,-84.40358586650706,253.33648439282985,283.74648424024195,-1.0,-1.0,25.04400000000002,32.13183177167538,-1.0,-1.0
1776984826277199104,405.22619891166687,33.7752855097245,-84.40370805516648,254.88949830783906,285.2994981552512,-1.0,-1.0,28.01760000000001,38.9205508619975,-1.0,-1.0
1776984857778841856,436.72784185409546,33.7752855097245,-84.40370805516648,314.27828773203555,344.68828757944766,-1.0,-1.0,34.21138350255689,38.9205508619975,-1.0,-1.0
1776984857868721920,436.8177218437195,33.7752855097245,-84.40370805516648,249.0614028524762,279.4714026998883,-1.0,-1.0,30.0,38.9205508619975,-1.0,-1.0
1776984864222125056,443.17112493515015,33.7752855097245,-84.40370805516648,272.10080909729004,302.51080894470215,-1.0,-1.0,30.0,38.9205508619975,-1.0,-1.0
1776984867298235904,446.2472357749939,33.7752855097245,-84.40370805516648,272.10080909729004,302.51080894470215,-1.0,-1.0,30.0,38.9205508619975,-1.0,-1.0
1776984934028009984,512.9770097732544,33.7752855097245,-84.40370805516648,220.55483176861546,250.96483161602757,-1.0,-1.0,54.722135881811056,38.9205508619975,-1.0,-1.0
1776984934897430016,513.8464298248291,33.7752855097245,-84.40370805516648,253.4975047979379,283.90750464535,-1.0,-1.0,26.460000000000015,38.9205508619975,-1.0,-1.0
1776984973585420032,552.5344200134277,33.7752855097245,-84.40370805516648,251.37649151858852,281.78649136600063,-1.0,-1.0,18.707885354140057,38.9205508619975,-1.0,-1.0
1776984976442359808,555.3913598060608,33.7752855097245,-84.40370805516648,251.37649151858852,281.78649136600063,-1.0,-1.0,15.607039495796075,38.9205508619975,-1.0,-1.0
1776985035104847872,614.0538477897644,33.7752855097245,-84.40370805516648,264.04842451963617,294.4584243670483,-1.0,-1.0,43.66842707943043,38.9205508619975,-1.0,-1.0
1776985064989814016,643.9388139247894,33.7752855097245,-84.40370805516648,254.0759273529053,284.4859272003174,-1.0,-1.0,30.0,38.9205508619975,-1.0,-1.0
1776985071251748096,650.2007479667664,33.7752855097245,-84.40370805516648,253.16247556114985,283.57247540856196,-1.0,-1.0,30.0,38.9205508619975,-1.0,-1.0
1776985077591971840,656.5409717559814,33.7752855097245,-84.40370805516648,253.3572968710547,283.7672967184668,-1.0,-1.0,15.9,38.9205508619975,-1.0,-1.0
1776985083778159104,662.7271590232849,33.7752855097245,-84.40370805516648,253.2413273721471,283.6513272195592,-1.0,-1.0,10.020000000000014,38.9205508619975,-1.0,-1.0
1776985090038303744,668.9873037338257,33.7752855097245,-84.40370805516648,272.10081672668457,302.5108165740967,-1.0,-1.0,22.008000000000006,38.9205508619975,-1.0,-1.0
1776985096225583104,675.1745829582214,33.775390044729185,-84.40351811765831,270.2974699168698,300.7074697642819,-1.0,-1.0,26.803200000000004,36.14070007876339,-1.0,-1.0
1776985102427554048,681.3765540122986,33.7752855097245,-84.40370805516648,251.35628352399067,281.7662833714028,-1.0,-1.0,20.743595768874513,38.9205508619975,-1.0,-1.0
1776985108646915840,687.5959157943726,33.7752855097245,-84.40370805516648,249.43417201071742,279.8441718581295,-1.0,-1.0,22.75743830754982,38.9205508619975,-1.0,-1.0
1776985114837947904,693.7869477272034,33.7752855097245,-84.40370805516648,249.67434423739542,280.0843440848075,-1.0,-1.0,27.10297532301993,38.9205508619975,-1.0,-1.0
1776985121030712064,699.9797120094299,33.7752855097245,-84.40370805516648,253.43625357877852,283.84625342619063,-1.0,-1.0,14.741190129207972,38.9205508619975,-1.0,-1.0
1776985127249542912,706.1985428333282,33.7752855097245,-84.40370805516648,253.59719496413533,284.00719481154744,-1.0,-1.0,23.896476051683187,38.9205508619975,-1.0,-1.0
1776985161617346048,740.5663459300995,33.7752855097245,-84.40370805516648,253.4126877913141,283.8226876387262,-1.0,-1.0,13.458590420673275,38.9205508619975,-1.0,-1.0
1776985163676670976,742.6256709098816,33.7752855097245,-84.40370805516648,253.4126877913141,283.8226876387262,-1.0,-1.0,9.28343616826931,38.9205508619975,-1.0,-1.0
1776985269741723136,848.6907229423523,33.7752855097245,-84.40370805516648,609.028285460238,639.4382853076501,-1.0,-1.0,204.98690741532405,38.9205508619975,-1.0,-1.0
1776985276092342016,855.0413417816162,33.7752855097245,-84.40370805516648,272.10078048706055,302.51078033447266,-1.0,-1.0,30.0,38.9205508619975,-1.0,-1.0
1776985289533507840,868.4825077056885,33.7752855097245,-84.40370805516648,268.38607630938446,298.7960761567966,-1.0,-1.0,30.0,38.9205508619975,-1.0,-1.0
1776985293365950208,872.3149499893188,33.77539215458422,-84.40352085239127,268.38607630938446,298.7960761567966,-1.0,-1.0,30.0,34.588042227077096,-1.0,-1.0
1776985299703969024,878.6529688835144,33.77535479064274,-84.40356274010938,253.627450258066,284.0374501054781,-1.0,-1.0,13.674734910103307,35.98583872154753,-1.0,-1.0
1776985306054065920,885.0030658245087,33.77533887079726,-84.40358371885459,253.50614677655102,283.91614662396313,-1.0,-1.0,7.320762282173533,27.597883301386936,-1.0,-1.0
1776985312266204928,891.2152047157288,33.77535223098145,-84.40356703775326,249.5203870953788,279.9303869427909,-1.0,-1.0,20.928304912869415,23.526433692018152,-1.0,-1.0
1776985318481032960,897.4300327301025,33.77534375251866,-84.40357798900322,253.49235785067356,283.90235769808567,-1.0,-1.0,10.222190283279975,20.641441144643977,-1.0,-1.0
1776985324676089088,903.62508893013,33.77535117756724,-84.40356778286856,250.20757884188095,280.61757868929305,-1.0,-1.0,22.08887611331199,18.764187774162103,-1.0,-1.0
1776985330901851136,909.85085105896,33.77535045373513,-84.40356950817124,253.1111322892782,283.5211321366903,-1.0,-1.0,13.642543785453459,17.263508897833457,-1.0,-1.0
1776985344300658944,923.2496588230133,33.77533610127888,-84.40358681666368,253.33078927071426,283.7407891181264,-1.0,-1.0,7.465688037301873,31.037865972382708,-1.0,-1.0
1776985344356976896,923.3059768676758,33.77533606028608,-84.40358686609936,253.33078927071426,283.7407891181264,-1.0,-1.0,6.646275214920763,31.166039230300864,-1.0,-1.0
1776985363104164096,942.0531640052795,33.7752855097245,-84.40370805516648,269.8009540557861,300.21095390319823,-1.0,-1.0,20.658510085968306,38.9205508619975,-1.0,-1.0
1776985366329793024,945.2787928581238,33.7752855097245,-84.40370805516648,269.8009540557861,300.7,-1.0,-1.0,26.263404034387325,38.9205508619975,-1.0,-1.0
1776985383308868864,962.2578687667847,33.7752855097245,-84.40370805516648,270.3328274103941,300.7428272578062,-1.0,-1.0,28.505361613754932,38.9205508619975,-1.0,-1.0
1776985389647528192,968.5965280532837,33.7752855097245,-84.40370805516648,270.8809422831277,301.2909421305398,-1.0,-1.0,29.402144645501973,38.9205508619975,-1.0,-1.0
1776985434415326976,1013.3643269538879,33.7752855097245,-84.40370805516648,-95.01890386471811,-64.608904017306,-1.0,-1.0,73.46442150212708,38.9205508619975,-1.0,-1.0
1776985439250310912,1018.1993107795715,33.7752855097245,-84.40370805516648,253.722002871489,284.1320027189011,-1.0,-1.0,14.278112382878168,38.9205508619975,-1.0,-1.0
1776985458320641024,1037.2696409225464,33.7752855097245,-84.40370805516648,253.33648061218906,283.7464804596012,-1.0,-1.0,20.17124495315128,38.9205508619975,-1.0,-1.0
