ArmSpan,149.12
Timestamp,HeadX,HeadY,HeadZ,HeadPitch,HeadYaw,HeadRoll,LeftX_norm,LeftY_norm,LeftZ_norm,RightX_norm,RightY_norm,RightZ_norm
4.3436,269.52,-1093.13,70.86,-33.36,88.50,-9.65,0.1044,0.1778,-0.1697,-0.0607,0.2608,-0.0856
4.3858,269.18,-1093.08,70.81,-34.32,84.76,-6.26,0.1136,0.1612,-0.1730,-0.0522,0.2624,-0.1001
4.4276,268.72,-1092.92,70.87,-34.49,80.72,-2.27,0.1231,0.1376,-0.1774,-0.0436,0.2644,-0.1128
4.4694,268.25,-1092.63,70.85,-34.08,77.20,1.99,0.1373,0.1092,-0.1798,-0.0377,0.2633,-0.1212
4.5109,267.56,-1092.38,70.75,-34.23,73.90,5.15,0.1556,0.0762,-0.1805,-0.0312,0.2638,-0.1278
4.5531,266.92,-1092.14,70.63,-34.75,71.16,9.69,0.1748,0.0408,-0.1811,-0.0254,0.2647,-0.1351
4.5946,266.20,-1091.79,70.51,-34.88,69.38,12.70,0.1985,0.0034,-0.1781,-0.0218,0.2651,-0.1418
4.6365,265.58,-1091.45,70.43,-35.04,68.04,14.98,0.2197,-0.0358,-0.1734,-0.0181,0.2656,-0.1506
4.6784,265.03,-1091.04,70.30,-34.98,67.43,16.34,0.2400,-0.0786,-0.1640,-0.0177,0.2637,-0.1577
4.7193,264.58,-1090.68,70.17,-34.98,67.36,17.08,0.2568,-0.1236,-0.1473,-0.0183,0.2628,-0.1648
4.7615,264.25,-1090.36,70.10,-35.53,67.93,17.33,0.2650,-0.1691,-0.1237,-0.0215,0.2620,-0.1704
4.8037,264.06,-1090.12,70.02,-35.66,68.53,16.70,0.2657,-0.2084,-0.0962,-0.0257,0.2619,-0.1746
4.8453,263.93,-1089.92,70.07,-35.84,69.53,16.09,0.2568,-0.2400,-0.0635,-0.0307,0.2620,-0.1776
4.8872,263.93,-1089.78,70.18,-34.96,69.83,15.61,0.2438,-0.2613,-0.0290,-0.0363,0.2632,-0.1798
4.9286,263.81,-1089.93,70.25,-34.33,68.93,14.53,0.2337,-0.2705,0.0098,-0.0402,0.2664,-0.1799
4.9703,263.66,-1090.15,70.32,-34.10,67.61,14.31,0.2233,-0.2679,0.0490,-0.0424,0.2689,-0.1789
5.0121,263.40,-1090.34,70.45,-33.46,66.89,14.24,0.2178,-0.2565,0.0869,-0.0422,0.2703,-0.1776
5.0543,263.11,-1090.70,70.49,-33.26,66.30,14.05,0.2147,-0.2357,0.1241,-0.0404,0.2716,-0.1758
5.0960,262.82,-1091.08,70.51,-33.73,66.37,13.56,0.2139,-0.2111,0.1570,-0.0377,0.2710,-0.1740
5.1380,262.59,-1091.43,70.52,-33.56,66.32,12.75,0.2144,-0.1770,0.1845,-0.0352,0.2697,-0.1720
5.1793,262.38,-1091.85,70.50,-34.19,66.87,12.11,0.2138,-0.1366,0.2002,-0.0318,0.2681,-0.1698
5.2212,262.24,-1092.31,70.47,-34.53,67.34,11.64,0.2114,-0.0912,0.2080,-0.0284,0.2660,-0.1676
5.2632,262.13,-1092.75,70.53,-34.95,67.92,11.05,0.2054,-0.0414,0.2055,-0.0257,0.2646,-0.1657
5.3049,262.05,-1093.12,70.62,-34.88,68.64,10.80,0.1986,0.0072,0.1905,-0.0237,0.2627,-0.1640
5.3468,261.96,-1093.39,70.74,-34.63,69.83,9.94,0.1899,0.0556,0.1663,-0.0217,0.2598,-0.1629
5.3882,261.92,-1093.68,70.87,-34.77,71.81,9.18,0.1797,0.1004,0.1283,-0.0201,0.2568,-0.1630
5.4299,261.93,-1093.71,70.97,-34.57,74.74,6.80,0.1661,0.1337,0.0879,-0.0201,0.2513,-0.1633
5.4717,261.95,-1093.75,71.10,-34.14,77.67,4.66,0.1508,0.1608,0.0492,-0.0198,0.2458,-0.1660
5.5138,261.86,-1093.68,71.20,-33.98,81.74,1.96,0.1356,0.1812,0.0068,-0.0200,0.2387,-0.1688
5.5555,261.77,-1093.59,71.38,-33.00,86.48,-1.19,0.1217,0.1957,-0.0312,-0.0214,0.2321,-0.1730
5.5971,261.64,-1093.39,71.51,-31.57,92.17,-4.00,0.1114,0.2068,-0.0647,-0.0254,0.2243,-0.1768
5.6388,261.43,-1093.22,71.70,-29.54,98.40,-8.07,0.1034,0.2140,-0.0920,-0.0304,0.2155,-0.1830
5.6807,261.13,-1092.97,71.93,-27.12,105.25,-12.84,0.0977,0.2206,-0.1171,-0.0421,0.2024,-0.1899
5.7224,260.95,-1092.85,72.16,-24.50,111.97,-15.96,0.0930,0.2254,-0.1376,-0.0588,0.1874,-0.1967
5.7643,260.85,-1092.67,72.45,-21.53,118.57,-19.24,0.0899,0.2294,-0.1550,-0.0827,0.1665,-0.2012
5.8060,260.95,-1092.65,72.67,-19.21,124.54,-21.52,0.0863,0.2351,-0.1695,-0.1114,0.1405,-0.2016
5.8474,261.11,-1092.63,72.96,-16.42,130.26,-24.15,0.0832,0.2402,-0.1817,-0.1432,0.1085,-0.1980
5.8894,261.43,-1092.61,73.19,-13.22,135.40,-26.34,0.0792,0.2471,-0.1923,-0.1798,0.0746,-0.1891
5.9307,261.78,-1092.62,73.38,-10.42,140.11,-28.91,0.0733,0.2535,-0.2013,-0.2141,0.0367,-0.1749
5.9727,262.16,-1092.63,73.43,-7.75,144.66,-30.84,0.0678,0.2612,-0.2087,-0.2432,-0.0050,-0.1542
6.0143,262.47,-1092.58,73.41,-5.33,148.82,-33.38,0.0629,0.2675,-0.2143,-0.2641,-0.0483,-0.1277
6.0556,262.79,-1092.49,73.29,-3.45,152.18,-35.45,0.0569,0.2726,-0.2191,-0.2765,-0.0911,-0.0952
6.0974,263.01,-1092.35,73.23,-1.84,154.66,-37.52,0.0508,0.2743,-0.2224,-0.2772,-0.1282,-0.0593
6.1390,263.14,-1092.14,73.18,-0.20,156.30,-38.63,0.0458,0.2750,-0.2254,-0.2702,-0.1599,-0.0208
6.1813,263.24,-1091.99,73.08,1.05,157.59,-40.27,0.0425,0.2763,-0.2275,-0.2592,-0.1810,0.0194
6.2230,263.35,-1091.83,72.93,1.61,158.34,-41.40,0.0402,0.2754,-0.2280,-0.2466,-0.1928,0.0581
6.2646,263.42,-1091.67,72.78,1.71,158.60,-42.01,0.0371,0.2750,-0.2294,-0.2332,-0.1958,0.0940
6.3063,263.51,-1091.51,72.59,1.11,157.84,-42.37,0.0354,0.2732,-0.2275,-0.2246,-0.1865,0.1270
6.3484,263.61,-1091.41,72.38,0.14,156.61,-42.76,0.0340,0.2709,-0.2251,-0.2154,-0.1673,0.1542
6.3900,263.81,-1091.38,72.13,-1.47,155.23,-42.61,0.0339,0.2677,-0.2209,-0.2091,-0.1381,0.1746
6.4322,264.05,-1091.36,71.80,-3.59,153.14,-42.37,0.0351,0.2641,-0.2158,-0.2031,-0.1031,0.1881
6.4740,264.40,-1091.43,71.44,-6.27,150.70,-41.93,0.0371,0.2592,-0.2100,-0.1989,-0.0635,0.1927
6.5154,264.87,-1091.52,71.10,-9.28,147.60,-40.72,0.0406,0.2537,-0.2040,-0.1958,-0.0215,0.1884
6.5573,265.37,-1091.66,70.80,-12.49,143.67,-39.87,0.0452,0.2481,-0.1980,-0.1926,0.0199,0.1771
6.5993,265.91,-1091.85,70.61,-15.49,139.30,-37.88,0.0507,0.2419,-0.1920,-0.1882,0.0620,0.1605
6.6410,266.54,-1092.09,70.38,-19.23,134.11,-35.99,0.0571,0.2357,-0.1852,-0.1824,0.1022,0.1381
6.6826,267.10,-1092.31,70.20,-22.96,128.29,-33.23,0.0649,0.2278,-0.1785,-0.1746,0.1400,0.1112
6.7240,267.71,-1092.39,70.07,-26.51,121.02,-29.55,0.0735,0.2180,-0.1718,-0.1637,0.1723,0.0791
6.7661,268.16,-1092.40,69.93,-29.49,113.57,-25.38,0.0834,0.2088,-0.1651,-0.1502,0.1985,0.0453
6.8081,268.59,-1092.52,69.73,-32.79,105.81,-21.15,0.0923,0.2008,-0.1580,-0.1352,0.2226,0.0121
6.8499,268.85,-1092.57,69.50,-35.70,98.32,-16.51,0.1005,0.1940,-0.1522,-0.1208,0.2399,-0.0227
6.8918,268.96,-1092.63,69.26,-37.98,91.84,-11.87,0.1080,0.1895,-0.1459,-0.1067,0.2514,-0.0541
6.9334,268.95,-1092.60,68.93,-40.34,86.69,-8.13,0.1123,0.1852,-0.1426,-0.0898,0.2555,-0.0841
6.9755,268.80,-1092.47,68.66,-41.84,82.52,-4.56,0.1160,0.1793,-0.1411,-0.0741,0.2538,-0.1080
7.0178,268.53,-1092.12,68.45,-42.45,79.94,-1.82,0.1208,0.1701,-0.1415,-0.0596,0.2512,-0.1263
7.0595,268.18,-1091.82,68.29,-42.87,77.49,0.61,0.1265,0.1569,-0.1437,-0.0492,0.2479,-0.1396
7.1015,267.72,-1091.42,68.16,-43.09,75.12,2.96,0.1357,0.1362,-0.1467,-0.0405,0.2452,-0.1497
7.1432,267.16,-1091.03,68.12,-43.34,73.19,4.71,0.1480,0.1075,-0.1517,-0.0351,0.2437,-0.1551
7.1850,266.60,-1090.68,68.08,-43.08,70.89,7.19,0.1639,0.0719,-0.1565,-0.0295,0.2441,-0.1605
7.2263,266.05,-1090.18,68.09,-42.53,68.55,10.15,0.1832,0.0293,-0.1589,-0.0266,0.2411,-0.1654
7.2683,265.46,-1089.86,68.07,-41.91,65.84,13.13,0.2034,-0.0149,-0.1583,-0.0236,0.2410,-0.1689
7.3104,264.87,-1089.62,68.03,-42.13,63.11,16.27,0.2249,-0.0604,-0.1524,-0.0187,0.2416,-0.1735
7.3520,264.39,-1089.30,67.97,-41.54,60.85,18.68,0.2442,-0.1066,-0.1392,-0.0157,0.2403,-0.1767
7.3937,263.99,-1089.19,67.87,-41.34,58.74,20.69,0.2587,-0.1498,-0.1211,-0.0123,0.2411,-0.1796
7.4359,263.73,-1089.12,67.78,-41.43,56.69,22.69,0.2677,-0.1918,-0.0932,-0.0109,0.2407,-0.1814
7.4781,263.61,-1089.21,67.67,-41.35,54.74,23.96,0.2710,-0.2234,-0.0560,-0.0110,0.2416,-0.1818
7.5199,263.59,-1089.39,67.58,-41.80,53.07,24.71,0.2686,-0.2415,-0.0129,-0.0121,0.2434,-0.1812
7.5622,263.70,-1089.63,67.49,-41.78,51.35,25.55,0.2594,-0.2451,0.0335,-0.0139,0.2453,-0.1803
7.6039,263.83,-1090.09,67.42,-42.40,49.98,25.93,0.2499,-0.2336,0.0789,-0.0158,0.2475,-0.1782
7.6458,264.01,-1090.56,67.39,-42.84,48.66,25.64,0.2367,-0.2106,0.1220,-0.0171,0.2497,-0.1761
7.6879,264.14,-1091.07,67.44,-43.43,47.77,25.05,0.2230,-0.1772,0.1559,-0.0176,0.2515,-0.1739
7.7297,264.26,-1091.54,67.50,-43.45,47.90,24.00,0.2099,-0.1406,0.1805,-0.0172,0.2518,-0.1712
7.7718,264.28,-1092.06,67.56,-43.61,48.01,23.07,0.2002,-0.1019,0.1928,-0.0157,0.2514,-0.1686
7.8141,264.18,-1092.63,67.65,-43.77,48.58,22.24,0.1939,-0.0594,0.1922,-0.0132,0.2501,-0.1661
7.8553,263.95,-1093.13,67.83,-43.99,49.84,21.49,0.1907,-0.0141,0.1793,-0.0106,0.2482,-0.1643
7.8974,263.63,-1093.54,68.07,-43.83,52.10,20.16,0.1885,0.0307,0.1570,-0.0084,0.2457,-0.1632
7.9393,263.22,-1093.83,68.29,-43.67,55.70,18.39,0.1856,0.0722,0.1278,-0.0072,0.2411,-0.1617
7.9811,262.76,-1094.13,68.56,-44.00,60.51,16.40,0.1799,0.1081,0.0948,-0.0061,0.2353,-0.1618
8.0231,262.33,-1094.22,68.85,-43.82,66.56,13.45,0.1692,0.1375,0.0606,-0.0073,0.2272,-0.1627
8.0643,261.89,-1094.31,69.21,-43.31,73.08,10.26,0.1567,0.1624,0.0257,-0.0096,0.2191,-0.1653
8.1052,261.43,-1094.32,69.58,-42.71,80.47,6.23,0.1451,0.1819,-0.0071,-0.0142,0.2118,-0.1680
8.1461,261.02,-1094.47,70.04,-41.34,88.27,2.46,0.1342,0.1992,-0.0384,-0.0206,0.2069,-0.1707
8.1876,260.61,-1094.56,70.62,-39.90,96.46,-2.34,0.1252,0.2141,-0.0729,-0.0271,0.2017,-0.1751
8.2294,260.36,-1094.61,71.15,-37.19,103.43,-6.75,0.1175,0.2238,-0.1000,-0.0362,0.1966,-0.1800
8.2703,260.14,-1094.71,71.62,-34.76,110.70,-10.48,0.1097,0.2359,-0.1273,-0.0465,0.1911,-0.1853
8.3123,260.00,-1094.76,72.03,-32.37,116.98,-14.25,0.1037,0.2414,-0.1466,-0.0586,0.1843,-0.1901
8.3535,259.89,-1094.75,72.39,-29.55,123.56,-17.47,0.0974,0.2482,-0.1645,-0.0730,0.1747,-0.1942
8.3954,259.84,-1094.70,72.65,-26.60,130.16,-21.58,0.0902,0.2521,-0.1769,-0.0930,0.1593,-0.1946
8.4368,259.90,-1094.56,72.88,-23.41,136.62,-24.20,0.0826,0.2549,-0.1871,-0.1161,0.1375,-0.1937
8.4789,260.04,-1094.39,72.97,-20.31,142.76,-27.64,0.0754,0.2572,-0.1949,-0.1456,0.1067,-0.1871
8.5203,260.24,-1094.11,72.90,-17.23,148.83,-30.23,0.0690,0.2593,-0.2007,-0.1780,0.0713,-0.1757
8.5625,260.43,-1093.84,72.84,-14.06,154.25,-33.74,0.0655,0.2624,-0.2050,-0.2104,0.0312,-0.1570
8.6037,260.69,-1093.35,72.69,-11.20,158.63,-36.27,0.0614,0.2646,-0.2088,-0.2388,-0.0125,-0.1299
8.6456,260.93,-1092.84,72.51,-8.51,161.51,-39.05,0.0583,0.2651,-0.2116,-0.2600,-0.0542,-0.0950
8.6878,261.17,-1092.29,72.31,-7.00,163.13,-40.90,0.0554,0.2655,-0.2146,-0.2716,-0.0937,-0.0525
8.7296,261.26,-1091.64,72.22,-5.73,162.79,-42.56,0.0542,0.2649,-0.2170,-0.2688,-0.1202,-0.0064
8.7717,261.31,-1091.00,72.05,-5.91,160.98,-43.34,0.0537,0.2625,-0.2179,-0.2575,-0.1342,0.0419
